text,labels,id,created_at
"#ES_F 2756 posted for reaction back up. Pulled 2754.50 and current 2769.50.

#ES_F $SPX $SPY",,71573.0,2020-04-15 13:27:01+00:00
Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .,0,,
DT appears 2 b hammering out a bottom here at its 50 DMA. Solid EPS/sales growth+ low P/E ratio = possible earnings winner. Earnings 2/27,1,,
$SPX monthly ... I'm back SC https://t.co/jDNSGdZNZe,,121573.0,2020-04-19 10:46:24+00:00
user Prop_Trader user --- you have the January affect of new inflows and new money wasn't going into AAP clearly,-1,,
ooking for this to catch up to other Nat. Gas producers like NG Bought Feb. 18 calls CHK   ,1,,
China bubonic plague: Inner Mongolia takes ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusiness #business #money #entrepreneur #trading #investing #investment #stock #stockmarket #forex #crypto #cryptocurrency #Bitcoin #Ethereum #Coinbase #Robinhood https://t.co/SyNvVvYTtL,,793713.0,2020-07-07 19:14:31+00:00
"RT @SheepKnowMore: $FB has a different tone because of mass suppression of dissenting voices. Folks are more fearful of backlash, not reali…",negative,749334.0,2020-07-02 17:10:23+00:00
ETFC - The bigger the base...?   ,1,,
"Okmetic closed its plant in Espoo in early 2004 , and all production lines from the site were moved to Okmetic 's plants in Vantaa , Finland and Texas , USA .",0,,
last minute add-on to watchlist: DPS  ,1,,
"$AAPL company #profile, #Fundamental and #Technical Analysis Score Update (FA Score, TA Score) #stocks #stock #StockMarket #Investment #investing #invest #investor #investors https://t.co/B7BWRcEdMH https://t.co/J1Mx4dHQ5W https://t.co/MObF3kE7iy",neutral,655784.0,2020-06-25 15:32:44+00:00
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",-1,,
Global markets extended gains amid early signs that lockdowns could be helping stem the coronavirus pandemic https://t.co/c7hNLeLevn,1,,
$FB $214 support level is the over/under spot under $214 could get a nice move down. If it continues to hold still bullish.,,704288.0,2020-06-29 14:39:11+00:00
Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply .,0,,
HEK still waiting for the breakout above 4. 10ema is support down at 4.2.,1,,
PPHM is going down like a Ship!,-1,,
ODP is hanging on for dear life...,-1,,
Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .,1,,
Okmetic revised its 2010 financial outlook based on its order book .,0,,
"RT @FinancialJuice: PEPSI QUIETLY JOINING FACEBOOK AD BOYCOTT - FBN, CITING SOURCES. $FB $PEP",,691872.0,2020-06-28 15:11:00+00:00
user: ZNGA 3 reports that NJ has signed the Online Gaming Bill...    ,1,,
"In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees .",0,,
"RT @HedgeMind: IBM Retirement Fund, ~$800M, acquired many hot tech names as of 6/30:

Added new positions:
$ZM
$AYX
$TTD
$DDOG
$MDB
$AVLR
.…",positive,887685.0,2020-07-13 04:53:32+00:00
Alarm bells should ring for DDD investors. ed flags are highlighted in this detailed and well researched article  ,-1,,
RT @Ashadowempire: $cnna big news out https://t.co/7dfi1DzQ0l 🚨🚨🔥🚨 $bhtg $ktov $ship $idex $vxrt $wkhs $solo $spy $msft $appl $spx,,706323.0,2020-06-29 13:07:04+00:00
The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,1,,
`` We have the most expensive water brand in Finland at the moment . '',0,,
KS looks ugly to me. A close below 106 and its headed below 100.,-1,,
"He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products .",0,,
RT @realwillmeade: Huge $6.6 million insider buy in $JPM https://t.co/GJXnsjhH00,,107295.0,2020-04-17 02:59:34+00:00
$AMZN bought 2775c at 6.40,,656079.0,2020-06-25 15:15:57+00:00
"RT @WingGirlTrade: If you trade stocks long or short. Trade Ideas FREE trading room is the place to navigate trading today.

Moderator Barr…",,239464.0,2020-04-29 21:59:57+00:00
"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",0,,
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",1,,
SHD  Sears looks good on break out this morning. SHD  ,1,,
"Sensex, Nifty Extend Losses To Fourth Day In A Row Amid Coronavirus Scare
https://t.co/0ycaTIDnYQ",-1,,
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,-1,,
"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",1,,
$spy $spx 15min next intraday breakout above 3116.5 with rounding bottom https://t.co/A3nWjua49Z,,610146.0,2020-06-22 16:16:59+00:00
"ed Monthly Triangle on CSN,....Net Profit  70,825.00 (6.42%)  ",-1,,
RT @dailypoliticaln: Jefferies Financial Group Increases Apple $AAPL Price Target to $405.00 https://t.co/HXNApbOZvd,,602242.0,2020-06-21 09:18:07+00:00
Finnish department store group Stockmann is planning to acquire about EUR 141mn through a directed issue and a rights offering .,0,,
All other charges were dismissed .,0,,
"Morning to do list for $spy $ual $bac

1. Sell all my calls. 
2. Buy long dates puts after the morning run up 
3. Buy more long dates puts after this run up",,78627.0,2020-04-16 23:14:30+00:00
Europe needs 17 new large paper machines .,0,,
"RT @Logitechb1: IF YOU MISSED the 400%+ runner on $OMID don't miss the ACQUISITION NEWS COMING FOR $UPIN both low floats 🚀

#Stocks $dis $t…",,479700.0,2020-06-10 18:22:27+00:00
$UPS Names Angela Hwang former CIO of $PFE To Board Of Directors,,910806.0,2020-07-15 18:38:23+00:00
"In Q1 of 2010 , Bank of +_land 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",1,,
"BVSN on the fence, if it goes under, it will be a nice short. with a 1 dollar roll possibility. Target 9.30.",-1,,
$CNNA Major Developments Cann American Corp. Announces Definitive Agreement https://t.co/b2SKQrcvaA via @YahooFinance $FB $CHK $SHLL $GPS $IBIO $BA #BREAKING,,706637.0,2020-06-29 12:45:30+00:00
bought to cover #NQ_F at 8640 --- I usually do scalps but this one was just too easy to give up that quick. Loved the divergence in $AMZN $AAPL $MSFT --- Big Day ! https://t.co/kO80YFLtoS,,84122.0,2020-04-16 16:36:25+00:00
"RT @ISABELNET_SA: 🇺🇸 Bull &amp; Bear Indicator History

BofA Bull &amp; Bear Indicator at 0.0 vs. 0.0 last week (not investment advice)
👉 https://t…",,332077.0,2020-05-09 12:13:58+00:00
BAC now that's what I call VOME!!!!,1,,
NVDA ZTE to ship some of the first Tegra 4 phones by mid-2013  ,1,,
"Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .",0,,
user: SD Dont 4 get to (VOTE). Time 4 change.Your (VOTE) counts.>> Don't forget to Vote Green ;)  #traders #proxyfight,1,,
Chesapeake Utilities $CPK Set to Announce Earnings on Wednesday https://t.co/8Hc5s2UoSp #stocks,neutral,249331.0,2020-04-29 13:43:38+00:00
The parties have therefore agreed to leave Avena out of the deal .,0,,
anad long 2.61 flag breakout.  ,1,,
The Financial Statements and Interim Reports will be released around at 9.00 a.m. ( Finnish time ) on the given dates .,0,,
$SPY $SPX $ES_F A potential H &amp; S formation (hourly) with a neckline at 272. Above 287.30 invalidates. https://t.co/vqD3nTQl5a,,170029.0,2020-04-23 17:49:45+00:00
"Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously .",1,,
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",0,,
"NFX over 186, looking for a move to 190",1,,
We shall see how $SPY goes but $GOOG could go inside up on the Month and run.  Solid earnings. Looks hungry to test that broadening formation... #TheStrat https://t.co/hi3NSGM9mF,,255684.0,2020-05-03 23:23:12+00:00
"Next week truly is ""the week"" that I expect hi-jinks and the highest level of shenanigans.   The accounting/earnings that matter are all next week:  $GOOGL $GOOG $MSFT $FB $AMZN $AAPL https://t.co/vKRss186ch",,184171.0,2020-04-24 18:35:53+00:00
Tekla Group 's net sales for 2006 were approximately 50 million euros and operating result 13.6 million euros .,0,,
"RT @the_chart_life: $SPX 

A 38.2% retracement of the current rally brings you back to the very important 2600 area. https://t.co/qYVeLUpqfD",,72739.0,2020-04-15 12:17:05+00:00
"ed Weekly Triangle on HEK,...Net Profit  4,539.00 (10.84%)  ",-1,,
"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .",-1,,
NEOG has positive fundamental trends & a push through 48 of a cup&handle. pside mid-50+  ,1,,
Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics .,0,,
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",-1,,
#equitas trading strong 61. #Bse #Nse #nifty #banknifty #hedgefunds #fundmanagers #stocks #equity #trading #Traders #stockstowatch  #StockMarketindia #MarketScreener #stockTips #Charts #technicalanalysis #SwingTrading #mutualfunds #etf #money #elliottwaves #MarketMovers #indices https://t.co/ixLSnzx7zl,,852515.0,2020-07-10 04:43:05+00:00
$DIS Earnings tonight 😬,neutral,281647.0,2020-05-05 17:01:12+00:00
"Sensex Opens Over 350 Points Lower, Nifty Below 8,700 As Global Markets Lose Steam
https://t.co/2A2bsDngZ1",-1,,
"RBI Refrains From Giving Inflation Outlook; Says GDP Projections At Risk
https://t.co/pBme2cosfc",-1,,
"RT @sbwcws: Correction: Apple price target raised to $390 from $320 at Baird, not $380
$AAPL",positive,619593.0,2020-06-23 21:51:12+00:00
"So, right about now, I'm super glad that I never got that job offer to work at Exxon a few years ago... even tho they made me pay for my own plane ticket and hotel... LOL  $xom https://t.co/pwu2iOosK4",positive,126083.0,2020-04-20 19:48:40+00:00
"GID taking more off on this pop here, just dont like the volume, leaving last piece for a move to 47ish",1,,
"RT @jonsindreu: Now is not the time for ""coronabonds:"" The ECB gives crisis-struck Southern Europe all the flexibility it needs to fight Coâ€¦",-1,,
"And when it has lifted the veil on the various types of customer for which it designs its phones , the result is social stereotyping taken to a fine art .",0,,
$AAPL Falls by -4.8%. The 12-Jun-20 Option Straddle Expiring Tomorrow Implies a ±1.7% move https://t.co/igcEuwUO9I,,493622.0,2020-06-11 21:24:41+00:00
"May consider suspending Section 7, 9 and 10 of the Insolvency and Bankruptcy Code at a later stage, if the existing… https://t.co/dPsj9ZHHi5",-1,,
"RT @NickTimiraos: Businesses, not governments, have a huge say in how economies reopen after the pandemic recedes https://t.co/wfRNRsokN4",1,,
"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",-1,,
If $JPM has crap earnings and is down more than 5% Im swiping shares ASAP,,62422.0,2020-04-14 01:59:28+00:00
"RT @williamoneilco: ""The best way for you to determine the direction of the market is to look carefully at, follow, interpret, and understa…",,562600.0,2020-06-17 01:19:22+00:00
"The premarkets of the #stocks looks like positive.  Although #coronavirus cases are on the rise in many states, forcing a pullback in reopening stores. $M $GE $ACI $MRO $KMI $ALLY $NYCB $GRUB $ET ↗️↘️↗️↘️↗️🤷‍♂️🤷‍♂️🤷‍♂️",,753866.0,2020-07-02 13:01:22+00:00
"RT @The_Real_Fly: Will $NKE, $AAPL, $AMZN, $GOOGL and $FB follow $NFLX courageous leadership and earmark cash to black owned banks? And if…",,720635.0,2020-06-30 13:31:37+00:00
AAP here is some news none of us have ever heard..  ,1,,
GOOG I expect a new 52 week highs in the coming weeks.,1,,
"The subdivision made sales revenues last year of EUR 480.7 million EUR 414.9 million in 2008 , and operating profits of EUR 44.5 million EUR 7.4 million .",1,,
BULLISH SENTIMENT in $HD Aug-21 calls at $240 strike price. $650K premium paid.,,606886.0,2020-06-22 19:22:06+00:00
"Vaahto , which has entered the deal via its subsidiary Vaahto Pulp & Paper Machinery , will supply two of the units in the end of 2010 , while the remaining ones are expected for delivery in the beginning of 2011 .",1,,
The electricity requirement of networks will grow with the new mobile generation .,0,,
BAC ot of buying on last minute !!!,1,,
$FB SO THE FFFFN STOCK GOES HIGHER WHAT ARE YOU KIDDING ME ZUCKASS MOJO Crunch: Facebook faces an advertiser revolt https://t.co/qttBqrIjT0 via @YahooFinance,,700124.0,2020-06-29 18:27:57+00:00
Zacks: Triple-S Management Corp. $GTS Given $21.00 Consensus Target Price by Brokerages https://t.co/Ig0u0Z3n2a #stocks,,217202.0,2020-04-27 13:38:37+00:00
"Nothing to report on for me this afternoon ✍️ 

A nice rise in our investments takes us from 4% ROI to 8% 💰 

Did you reel in any good investments today? 🎣 

#invest #stocks #shares #traders #trading212 #market https://t.co/6HQcGwynqU",,167760.0,2020-04-23 20:19:22+00:00
CHK just ripping  ,1,,
"RT @lizrhoffman: Morgan Stanley profits down 30%, the least bad of big banks. But warns it might not meet those financial targets that itsâ€¦",-1,,
"Stocks were basically flat for a LONG time during the Bush years and did not begin to recover fully from Dot Com until well into Obama's first term. 2800 could be fair valuation indefinitely. 

#covid19 

$SPX

https://t.co/SWcabvBzOB https://t.co/pk4QNzuoYs",positive,297987.0,2020-05-06 13:15:12+00:00
Baidu $BIDU Has A Weak #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Poor; moving average score Good; #momentum score Poor #stocks #stock #StockMarket #Investment #investing https://t.co/Jj64hrH1R3 https://t.co/MQEa3MhtUz https://t.co/XdPiwSJlgF,negative,808963.0,2020-07-08 19:41:22+00:00
